Title,Type,Genres,Description,Release Year,Age Certification,Runtime,IMDB ID,IMDB Score,IMDB Votes,Production Countries,Seasons,Rating
A Stoning in Fulham County,MOVIE,"['crime', 'drama', 'thriller']",Religious beliefs clash with the law when an Amish infant is killed in a rural community.,1988,,120,tt0096179,5.8,380.0,['US'],0.0,Average
Aakhri Adaalat,MOVIE,"['action', 'crime', 'thriller']",Inspector Amar Kaushal attempts to incarcerate wrong-doers in his society only lead to frustration when they are let off by the incompetence of the law and his superiors and seniors. Eventually Amar stands accused of killing several criminals and innocents which prompts him to take law into his own hands.,1988,,148,tt0177505,5.1,92.0,['IN'],0.0,Average
Mobile Suit Gundam: Char's Counterattack,MOVIE,"['scifi', 'animation', 'action', 'drama', 'war']",In UC 0093 the Federation has recovered from its defeat and has created a new anti-colonial special forces unit to deal with rebel forces: Londo Bell. Elsewhere in space Char Aznable re-appears out of self imposed hiding with a declaration that he now commands his own Neo-Zeon movementand intends to force the emigration of Earth's inhabitants to space by bringing about an apocalypse.,1988,,120,tt0095262,7.3,1649.0,['JP'],0.0,Best
Mujrim,MOVIE,"['drama', 'action', 'crime']","The film follows the story of Shankar, who is regarded as a criminal by the society after being in jail for ten years since childhood.",1989,,162,tt0097926,5.4,188.0,['IN'],0.0,Average
When Harry Met Sally...,MOVIE,"['romance', 'comedy', 'drama']","During their travel from Chicago to New York, Harry and Sally debate whether or not sex ruins a friendship between a man and a woman. Eleven years later, and they're still no closer to finding the answer.",1989,R,96,tt0098635,7.7,212913.0,['US'],0.0,Best
Seinfeld,SHOW,['comedy'],A stand-up comedian and his three offbeat friends weather the pitfalls and payoffs of life in New York City in the '90s. It's a show about nothing.,1989,TV-PG,24,tt0098904,8.9,302700.0,['US'],9.0,Best
"Alexandria, Again and Forever",MOVIE,['drama'],"Set in 1987 against the backdrop of a hunger strike by the Egyptian film industry, Chahine himself steps in to play Yehia, the famed Egyptian director whose life is chronicled in ""Alexandria, Why?"" and ""An Egyptian Story"". Obsessed with Amr, the handsome actor he discovered and cast as his alter-ego in parts one and two of The Alexandria Trilogy, Yehia pressures Amr to star in various film projects that change even as Yehia's perception of the young actor begins to change. He first casts Amr as Hamlet, which the actor deems too demanding for his talents, then as the lead in a musical biopic of demigod Alexander the Great, who founded the city of Alexandria in 332 B.C.",1989,,105,tt0099858,6.5,643.0,"['EG', 'FR']",0.0,Average
Major Dad,SHOW,"['comedy', 'family']","Major Dad is an American sitcom created by Richard C. Okie and John G. Stephens, developed by Earl Pomerantz, that originally ran from 1989 to 1993 on CBS, starring Gerald McRaney as Major John D. MacGillis and Shanna Reed as his wife Polly. The cast also includes Beverly Archer, Matt Mulhern, Jon Cypher, Marisa Ryan, Nicole Dubuc and Chelsea Hertford.",1989,TV-PG,24,tt0096643,6.4,2866.0,['US'],4.0,Average
The Ryan White Story,MOVIE,['drama'],"The story of Ryan White, a 13-year-old haemophiliac who contracted AIDS from factor VIII, which was used to control this disorder.",1989,,102,tt0098237,7.2,857.0,['US'],0.0,Best
Pet Sematary,MOVIE,"['horror', 'fantasy', 'thriller']","Dr. Louis Creed's family moves into the country house of their dreams and discover a pet cemetery at the back of their property. The cursed burial ground deep in the woods brings the dead back to life -- with ""minor"" problems. At first, only the family's cat makes the return trip, but an accident forces a heartbroken father to contemplate the unthinkable.",1989,R,103,tt0098084,6.5,102212.0,['US'],0.0,Average
Saved by the Bell,SHOW,"['comedy', 'romance', 'family']","Lovable schemer Zack Morris leads his pals on adventures at California's Bayside High School. The friends navigate relationships, final exams, school dances, breakups and more while frequently frustrating their principal, Mr. Richard Belding, who does his best to keep them in check.",1989,TV-G,23,tt0096694,7.1,34854.0,['US'],5.0,Best
Parrot Sketch Not Included: Twenty Years of Monty Python,MOVIE,['comedy'],"Steve Martin presents selected sketches from ""Monty Python's Flying Circus (1969)"". It's the well known sketches, though the parrot sketch is not included. Steve Martin has some funny comments on the Pythons.",1989,,72,tt0213984,8.1,1522.0,['GB'],0.0,Best
Awakenings,MOVIE,"['drama', 'european']","Dr. Malcolm Sayer, a shy research physician, uses an experimental drug to ""awaken"" the catatonic victims of a rare disease. Leonard is the first patient to receive the controversial treatment. His awakening, filled with awe and enthusiasm, proves a rebirth for Sayer too, as the exuberant patient reveals life's simple but unutterably sweet pleasures to the introverted doctor.",1990,PG-13,120,tt0099077,7.8,137549.0,['US'],0.0,Best
Tim Allen: Men Are Pigs,MOVIE,"['comedy', 'documentation']","Comedian Tim Allen shares his enthusiasm for power tools, automobiles, grunting, and the myriad obsessions of the American male in this special for the Showtime premium cable network, which was aired a few years before he rose to stardom with the television sitcom Home Improvement.",1990,,30,tt0259057,6.0,353.0,['US'],0.0,Average
Unspeakable Acts,MOVIE,['drama'],Two psychologist try to demonstrate that a man is a pedophile and has abused many children.,1990,,100,tt0100848,6.0,448.0,['US'],0.0,Average
Agneepath,MOVIE,"['action', 'crime', 'drama']","The movie depicts the life of a young boy, Vijay (Amitabh Bachchan), whose father gets brutally lynched by a mobster Kancha Cheena. It's a journey of his quest for revenge, which leads him to become a gangster as an adult. Watch out for Amitabh Bachchan in one of the most powerful roles of his career. Will Vijay lose his family in the process of satisfying his vengeance?",1990,,174,tt0098999,7.6,8902.0,['IN'],0.0,Best
Teenage Mutant Ninja Turtles,MOVIE,"['scifi', 'action', 'comedy', 'family']","A quartet of humanoid turtles, trained by their mentor in ninjitsu, must learn to work together to face the menace of Shredder and the Foot Clan.",1990,PG,93,tt0100758,6.7,92647.0,"['HK', 'US']",0.0,Average
In Defense of a Married Man,MOVIE,"['drama', 'crime']","When a defense lawyer's adulterous husband becomes the prime suspect in the murder of the woman he was cheating with, his wife chooses to defend him. Can she overcome his betrayal while searching for the truth?",1990,,94,tt0099833,5.6,200.0,['US'],0.0,Average
Dil,MOVIE,"['romance', 'comedy', 'drama']","Raja lives a poor lifestyle along with his dad, Hazariprasad and mom. He attends college where he has several run-ins with wealthy fellow-collegian, Madhu Mehra. Matters escalate to such an extent that she accuses him of sexually molesting her. When his dad comes to know, he decides to seize this chance to get rich quickly, masquerades as a wealthy businessman, approaches Mr. Mehra, and arranges for their children to get married. Murphy's law prevails at the time of the engagement - changing everyone's lives forever.",1990,,172,tt0099429,6.6,5273.0,['IN'],0.0,Average
Nightmare in Columbia County,MOVIE,"['drama', 'crime', 'thriller']",The recounting of a terrible crime that wracked a family and galvanized police in South Carolina in the 1980's. Southern beauty pageant winner Dawn Smith is targeted by a sadistic stalker whose obsession with her leads him to kidnap her younger sister.,1991,,100,tt0102537,5.5,341.0,['US'],0.0,Average
Yodha,MOVIE,"['drama', 'action']","Suraj Singh is addicted to drugs and as a result witnessed his girlfriend being raped in front of his eyes with him being helpless, from here on he vows to put an end to all drug dealers and started to work as a hit man for an underworld don, Daaga also known as Justice Dharmesh Agnihotri. He also meets and make enemy with a lawyer, Karan Srivastav, who is looking for the murderer of his father, journalist Chandrakant. As time proceeds, Suraj and Karan would frequently get into brawls in front of the society to the extent that each of them will now do anything to kill the other. Unknown to both that one person is responsible for there lives being upside down and he is under the veil of respectability - non other than Justice Dharmesh Agnihotri alias Dagga.",1991,,142,tt0267130,4.5,198.0,['IN'],0.0,Poor
Sam Kinison: Live in Vegas,MOVIE,"['comedy', 'music', 'documentation']","Comedy / Music/Musical - In the town that knows no limits, Kinison gives a completely raw and uncensored performance at the very height of his career. Filled with scorching comedy, hot women and sizzling rock 'n roll, this rarely seen live show encapsulates the energy, verve and relentless brand of comedy that was unique to Kinison.",1991,,72,tt0249934,6.6,272.0,['US'],0.0,Average
Out of Life,MOVIE,"['war', 'drama', 'crime', 'european']","Patrick Perrault, a photo-journalist covering the war in Beirut in the late 1980s, is himself caught up in the hostilities when one day he is picked up and bundled into a car at gun-point. Blind-folded, he is taken to an unknown location where he discovers that he is being taken hostage by Lebanese guerrillas.",1991,,97,tt0102058,6.9,365.0,"['IT', 'LB', 'BE', 'FR']",0.0,Average
My Girl,MOVIE,"['comedy', 'drama', 'family', 'romance', 'european']","Vada Sultenfuss is obsessed with death. Her mother is dead, and her father runs a funeral parlor. She is also in love with her English teacher, and joins a poetry class over the summer just to impress him. Thomas J., her best friend, is ""allergic to everything"", and sticks with Vada despite her hangups. When Vada's father hires Shelly, and begins to fall for her, things take a turn to the worse...",1991,PG,103,tt0102492,6.9,79800.0,['US'],0.0,Average
Knight Rider 2000,MOVIE,"['action', 'scifi']","In the future, guns are banned and criminals are frozen for the duration of their sentences. A recent spate of killings involving handguns brings Michael Knight back to fight for justice, but he insists of the help of KITT, his artificially-intelligent car from decades ago. The only problem is that KITT has been deactivated.",1991,G,91,tt0102227,4.5,3178.0,['US'],0.0,Poor
Shikari,MOVIE,"['drama', 'action']","Shankar and Chanchal earn their living by doing road shows. Once, Shankar sees Natasha on a circus poster and dreams of working with her. He gets an offer to work in the circus in Russia.",1991,,162,tt0170416,5.9,66.0,"['IN', 'SU']",0.0,Average
Tim Allen: Rewires America,MOVIE,"['comedy', 'documentation']",This is arguably Tim Allen's best stand-up show ever and this show truly solidified Tim Allen's unique slant on masculinity becoming the backbone for his TV show â€œHome Improvement.â€,1991,PG,30,tt0294967,5.9,195.0,['US'],0.0,Average
A Triumph of the Heart: The Ricky Bell Story,MOVIE,"['drama', 'sport']","Ricky Bell, an all-pro running back with the Tampa Bay Buccaneers, who died of a rare muscle disease in the prime of his career. The plot centers on Bell's relationship with a father-less handicapped boy, and his efforts to be a big brother to him. The boy ends up being an inspiration for Bell when his disease makes the athlete more afflicted than the boy.",1991,,100,tt0103123,7.2,248.0,['US'],0.0,Best
